component_1,component_2,label,class_name,method
-1.2920356,-0.5264418,4,Coat,PCA
-1.2503273,0.5282258,6,Shirt,PCA
1.4827551,1.5238631,5,Sandal,PCA
-1.2392603,1.7357218,4,Coat,PCA
-0.5735841,-1.3720907,6,Shirt,PCA
-1.6367937,1.8456342,6,Shirt,PCA
1.0518038,-2.9994392,1,Trouser,PCA
-0.5858958,2.4779806,9,Ankle boot,PCA
-2.1252484,0.46072203,6,Shirt,PCA
-0.19912748,-1.3855014,3,Dress,PCA
-1.8723956,1.2349337,2,Pullover,PCA
-0.9996505,-1.6030015,3,Dress,PCA
-0.9086391,-0.6534685,4,Coat,PCA
1.8012787,1.4349614,5,Sandal,PCA
0.91042316,-2.6734352,1,Trouser,PCA
-1.2798437,0.28613764,2,Pullover,PCA
-0.06156136,0.6559169,8,Bag,PCA
1.2979826,-2.3333383,1,Trouser,PCA
-0.22892769,-1.146502,4,Coat,PCA
1.2015158,1.9337326,9,Ankle boot,PCA
0.47486532,1.9042023,5,Sandal,PCA
-1.1945875,0.1507272,6,Shirt,PCA
-2.3456085,1.2611578,4,Coat,PCA
-1.1960169,-1.5787241,0,T-shirt/top,PCA
0.88422024,-1.3730642,3,Dress,PCA
-0.05137293,1.3980649,9,Ankle boot,PCA
1.5984209,-2.5324357,1,Trouser,PCA
-2.2301226,-1.7383691,0,T-shirt/top,PCA
1.578117,2.0935423,9,Ankle boot,PCA
-1.5089511,-0.15706173,2,Pullover,PCA
3.4459956,-0.21106249,5,Sandal,PCA
-0.47265023,-0.15323527,6,Shirt,PCA
0.112581484,2.2000296,5,Sandal,PCA
-0.16699992,0.076748654,8,Bag,PCA
-1.0543938,-1.6855683,0,T-shirt/top,PCA
-1.7418407,0.5985781,4,Coat,PCA
-0.25598752,-1.7384254,3,Dress,PCA
-0.7598368,1.3108845,8,Bag,PCA
0.9598246,-1.2924435,4,Coat,PCA
-0.38502938,-1.1235744,0,T-shirt/top,PCA
-0.74257106,0.50371367,8,Bag,PCA
2.3740177,-0.37312517,7,Sneaker,PCA
-1.1925178,-1.3407547,0,T-shirt/top,PCA
-0.3083297,-2.3528152,1,Trouser,PCA
-0.3755933,-1.1869612,0,T-shirt/top,PCA
-1.6734648,-0.16985694,4,Coat,PCA
-3.19134,0.33395952,2,Pullover,PCA
-1.4456593,-1.5456713,0,T-shirt/top,PCA
1.9448764,0.43633693,5,Sandal,PCA
0.021503225,1.6492083,8,Bag,PCA
-2.7874048,0.22439191,2,Pullover,PCA
0.31754404,-2.0657403,3,Dress,PCA
-0.29101264,-0.3863927,3,Dress,PCA
2.5540543,0.30348065,5,Sandal,PCA
0.61903113,-2.0359485,1,Trouser,PCA
1.8815137,0.122148246,7,Sneaker,PCA
-0.79892445,1.3212775,9,Ankle boot,PCA
1.9785534,-1.1347142,3,Dress,PCA
-0.75096554,-1.68896,0,T-shirt/top,PCA
-0.23584689,1.2573717,9,Ankle boot,PCA
0.5027542,1.5446205,5,Sandal,PCA
-1.5022721,-1.7746334,0,T-shirt/top,PCA
0.17123654,-1.6789583,3,Dress,PCA
1.7814935,2.185359,9,Ankle boot,PCA
-1.5027364,0.5374835,4,Coat,PCA
-0.37535655,2.2017207,9,Ankle boot,PCA
-0.5257022,-1.2293265,0,T-shirt/top,PCA
0.04741712,0.450925,6,Shirt,PCA
0.19368716,-0.8820294,0,T-shirt/top,PCA
0.9153324,-1.4030883,3,Dress,PCA
0.04350829,1.1963656,8,Bag,PCA
-0.3050601,-0.8863728,0,T-shirt/top,PCA
0.3628376,-0.620113,0,T-shirt/top,PCA
0.51683897,3.5256355,5,Sandal,PCA
-1.6286043,-1.4852158,3,Dress,PCA
1.4629667,-1.9897811,1,Trouser,PCA
-1.5512273,-0.17096071,6,Shirt,PCA
-1.827835,-2.1919556,0,T-shirt/top,PCA
-0.94495785,0.08656636,2,Pullover,PCA
-1.513342,-1.9236654,3,Dress,PCA
1.3589772,-2.6251025,1,Trouser,PCA
0.78205025,-1.4414272,3,Dress,PCA
0.13980998,1.823233,9,Ankle boot,PCA
0.737826,1.6877986,5,Sandal,PCA
1.413259,1.3987085,8,Bag,PCA
0.60206336,-2.8984993,1,Trouser,PCA
-0.280268,-2.3790052,1,Trouser,PCA
-1.2714871,0.40516564,4,Coat,PCA
2.093049,1.2107459,7,Sneaker,PCA
-1.8225056,2.38988,6,Shirt,PCA
-0.6380802,-0.86864334,3,Dress,PCA
-1.4189222,-0.9249416,0,T-shirt/top,PCA
0.21260017,1.6753664,8,Bag,PCA
-2.2307673,0.03838912,6,Shirt,PCA
0.9038867,-1.7549458,3,Dress,PCA
-0.731813,-1.4884069,6,Shirt,PCA
-1.2050872,-0.43701738,4,Coat,PCA
-2.6063545,0.71509945,4,Coat,PCA
-2.5501904,0.18914324,4,Coat,PCA
-1.0547128,0.16137567,4,Coat,PCA
-0.7722497,0.063587695,2,Pullover,PCA
0.96001506,-1.616781,3,Dress,PCA
-0.35238683,0.14568941,4,Coat,PCA
-0.13923682,2.1681514,9,Ankle boot,PCA
-0.5914569,1.4044467,8,Bag,PCA
-1.3351108,0.35978928,6,Shirt,PCA
-1.8679966,0.114094675,0,T-shirt/top,PCA
0.94309753,1.405494,7,Sneaker,PCA
0.48015577,2.6557477,9,Ankle boot,PCA
2.5563896,0.16825154,5,Sandal,PCA
-2.3187802,-0.38986713,4,Coat,PCA
-2.4370434,-1.4465865,0,T-shirt/top,PCA
-1.162845,1.2849685,2,Pullover,PCA
0.37684876,-2.774774,1,Trouser,PCA
0.27372497,-0.3912092,8,Bag,PCA
-0.8179064,1.4987944,8,Bag,PCA
-0.70958626,0.69264036,8,Bag,PCA
-1.582855,-1.7186955,0,T-shirt/top,PCA
0.4018797,2.2703342,5,Sandal,PCA
-2.4396076,-0.40388858,2,Pullover,PCA
-1.1356642,1.4142854,8,Bag,PCA
-1.7717794,1.1004595,6,Shirt,PCA
1.7471268,1.2321255,7,Sneaker,PCA
-0.72822,1.5722324,8,Bag,PCA
0.9403631,-2.0269132,3,Dress,PCA
0.17950857,2.3025553,9,Ankle boot,PCA
-1.5806711,-2.035417,6,Shirt,PCA
1.8776476,-2.3099627,1,Trouser,PCA
1.4126053,-2.6367772,1,Trouser,PCA
0.37147844,-2.0088205,3,Dress,PCA
1.4502532,-2.0378969,1,Trouser,PCA
-2.0162437,-0.112990186,6,Shirt,PCA
-2.4648767,0.38433906,6,Shirt,PCA
-1.6980731,1.1678346,2,Pullover,PCA
-0.69471985,-0.08369757,2,Pullover,PCA
0.4013348,0.53528017,8,Bag,PCA
-0.7834753,0.4318035,6,Shirt,PCA
0.28786108,-0.42654905,0,T-shirt/top,PCA
0.52400696,-1.8360499,3,Dress,PCA
0.3509005,-1.9235924,3,Dress,PCA
-2.0190468,0.116273046,2,Pullover,PCA
0.37860948,-1.0541939,3,Dress,PCA
0.5577374,2.389086,9,Ankle boot,PCA
-0.25968748,0.027674127,4,Coat,PCA
-2.3329587,-1.2606843,0,T-shirt/top,PCA
-2.7196233,-1.5805231,6,Shirt,PCA
2.5413444,-0.1998102,5,Sandal,PCA
-2.2362285,-1.1778985,0,T-shirt/top,PCA
-1.6513993,-0.2263349,4,Coat,PCA
-1.8894056,0.17062238,4,Coat,PCA
3.023939,0.17273425,7,Sneaker,PCA
0.28813022,2.0827456,9,Ankle boot,PCA
-0.6978351,-0.26708215,2,Pullover,PCA
2.6604848,0.2820843,7,Sneaker,PCA
-0.38478965,1.2829763,8,Bag,PCA
1.9273664,1.0746522,7,Sneaker,PCA
1.2571175,-2.4125586,1,Trouser,PCA
-1.6398882,0.8383788,4,Coat,PCA
-1.7914792,-0.018628487,6,Shirt,PCA
2.5520964,0.40938297,5,Sandal,PCA
0.978439,-2.896537,1,Trouser,PCA
2.1380687,1.7959255,9,Ankle boot,PCA
1.8223996,1.8739967,5,Sandal,PCA
-1.5247687,0.5039498,6,Shirt,PCA
-0.953706,-0.6453776,0,T-shirt/top,PCA
-1.9807249,0.4516943,2,Pullover,PCA
-0.95052147,-2.022145,0,T-shirt/top,PCA
1.5030155,-0.60532147,8,Bag,PCA
-2.3995001,1.5184577,4,Coat,PCA
1.8521019,0.6475205,7,Sneaker,PCA
-1.6255162,-2.242727,0,T-shirt/top,PCA
-1.3183094,-1.2788651,0,T-shirt/top,PCA
-0.48861915,-0.3100819,6,Shirt,PCA
-2.5551918,0.066027045,2,Pullover,PCA
-1.689652,0.056868542,4,Coat,PCA
0.66814846,-2.1384792,3,Dress,PCA
2.0189624,0.86108786,7,Sneaker,PCA
1.6223752,-0.91899043,3,Dress,PCA
-2.1202126,-0.23258054,4,Coat,PCA
-0.97496796,0.107615024,2,Pullover,PCA
1.9836558,-1.4055617,3,Dress,PCA
2.540567,0.35296127,7,Sneaker,PCA
-1.2618082,0.2040543,4,Coat,PCA
1.375727,1.2025468,5,Sandal,PCA
1.8954313,0.41155007,7,Sneaker,PCA
-0.63984126,1.6903203,5,Sandal,PCA
-1.3242924,-1.3287294,0,T-shirt/top,PCA
1.6050633,1.6209602,5,Sandal,PCA
-2.1420958,0.4900128,6,Shirt,PCA
3.3105078,0.08708495,7,Sneaker,PCA
1.947052,-2.8273513,1,Trouser,PCA
-0.6783422,1.4704643,8,Bag,PCA
1.0191514,2.5566008,9,Ankle boot,PCA
1.2571794,-1.5275114,1,Trouser,PCA
-0.97064745,-1.0699397,0,T-shirt/top,PCA
2.6127067,-2.0191076,1,Trouser,PCA
1.9716513,0.2557252,7,Sneaker,PCA
1.2773768,-1.1549199,8,Bag,PCA
0.34685364,1.920365,9,Ankle boot,PCA
-2.135378,0.91200185,6,Shirt,PCA
0.19235787,2.2127872,9,Ankle boot,PCA
-0.38401276,-2.0919209,3,Dress,PCA
-1.5668387,-1.798854,0,T-shirt/top,PCA
-1.7549814,0.105094075,6,Shirt,PCA
-1.9325725,-0.73546755,4,Coat,PCA
-2.6048872,0.028051373,2,Pullover,PCA
2.2284336,0.3710032,7,Sneaker,PCA
1.9998298,0.13014446,7,Sneaker,PCA
-1.1512003,0.74604434,4,Coat,PCA
3.6611676,-0.5124246,5,Sandal,PCA
-0.99973345,-0.86496633,2,Pullover,PCA
-1.4598333,0.58655864,4,Coat,PCA
-1.3718966,0.5267995,4,Coat,PCA
-0.06861557,-0.63971126,6,Shirt,PCA
2.5446398,0.3024184,7,Sneaker,PCA
2.2200673,-1.4809586,1,Trouser,PCA
0.34378397,2.2927966,9,Ankle boot,PCA
-0.40289962,-0.0066792537,6,Shirt,PCA
-3.0453765,0.42959327,6,Shirt,PCA
2.7249298,-0.90180135,5,Sandal,PCA
-1.7214167,-1.3668698,0,T-shirt/top,PCA
-0.6601027,-1.5682118,3,Dress,PCA
0.55426866,-1.7285655,1,Trouser,PCA
0.051585227,-1.389015,0,T-shirt/top,PCA
1.1055121,2.242444,9,Ankle boot,PCA
-1.2554481,-1.5220883,0,T-shirt/top,PCA
1.6273607,-1.7955517,3,Dress,PCA
-1.103937,0.63988537,2,Pullover,PCA
-2.8869662,1.2792648,2,Pullover,PCA
-0.91915464,0.101267815,2,Pullover,PCA
-0.35701752,1.5324519,9,Ankle boot,PCA
-2.2366548,1.5562733,2,Pullover,PCA
-1.1023468,-1.1876729,4,Coat,PCA
-2.4371347,-0.09029983,4,Coat,PCA
0.70588356,2.4730127,9,Ankle boot,PCA
-0.58648854,1.495521,8,Bag,PCA
-2.1621058,-1.9617294,6,Shirt,PCA
2.4785044,1.1153182,7,Sneaker,PCA
-0.10577227,-1.7407941,3,Dress,PCA
1.1964848,-1.82114,1,Trouser,PCA
1.3487191,-2.680051,1,Trouser,PCA
-0.22705121,-0.6148847,6,Shirt,PCA
1.3160877,-2.17175,3,Dress,PCA
3.147617,0.17321715,7,Sneaker,PCA
-1.1410402,-0.5414911,4,Coat,PCA
-1.1723394,-1.5587488,4,Coat,PCA
-1.5269659,-1.127389,2,Pullover,PCA
2.691818,0.10100235,7,Sneaker,PCA
0.08953415,-1.4144572,3,Dress,PCA
-0.84035146,1.571085,9,Ankle boot,PCA
2.5777273,-0.120732814,5,Sandal,PCA
2.5282412,0.6935264,5,Sandal,PCA
0.72807664,1.4096607,9,Ankle boot,PCA
-2.1685164,-0.1600995,6,Shirt,PCA
1.5596968,1.8954726,9,Ankle boot,PCA
-1.8476142,-0.2962291,2,Pullover,PCA
-0.24329261,-2.4632325,3,Dress,PCA
-2.3273842,1.2139164,2,Pullover,PCA
-1.9274577,0.8620052,2,Pullover,PCA
-0.017515168,1.8152287,8,Bag,PCA
0.38358134,1.2090094,6,Shirt,PCA
-2.6309674,-0.22202069,4,Coat,PCA
1.603009,0.17373392,7,Sneaker,PCA
-0.029578283,2.99952,9,Ankle boot,PCA
-0.57703465,1.8136786,8,Bag,PCA
-0.2976972,0.13564241,6,Shirt,PCA
2.370461,0.20338026,7,Sneaker,PCA
2.0874414,1.1672432,5,Sandal,PCA
0.8770912,2.666345,9,Ankle boot,PCA
-0.64744866,1.2767446,2,Pullover,PCA
-0.07793169,1.9483442,8,Bag,PCA
1.8482562,-1.8044105,1,Trouser,PCA
0.12550648,2.5260725,9,Ankle boot,PCA
-1.6157386,-0.70796275,4,Coat,PCA
-0.5707004,1.0316579,9,Ankle boot,PCA
0.19831832,1.3955257,9,Ankle boot,PCA
-0.9920223,0.54276377,6,Shirt,PCA
-0.41076285,-0.88575876,0,T-shirt/top,PCA
2.2194843,0.37202683,5,Sandal,PCA
-1.2922413,-1.284169,0,T-shirt/top,PCA
-0.3306818,-0.2578541,8,Bag,PCA
-2.3130076,0.6240926,6,Shirt,PCA
-1.2737796,0.9760846,8,Bag,PCA
1.3330294,-2.8120508,1,Trouser,PCA
-3.1074457,-0.68763465,4,Coat,PCA
-0.86548424,-0.01417394,4,Coat,PCA
2.7950673,0.03839645,7,Sneaker,PCA
-1.3771551,-1.1887683,3,Dress,PCA
-0.7000744,-1.9661425,3,Dress,PCA
-2.1441302,1.1134032,2,Pullover,PCA
-0.22588702,-1.2187797,3,Dress,PCA
1.4573451,-2.3150506,1,Trouser,PCA
-0.3688476,-0.9653899,0,T-shirt/top,PCA
-1.7477229,-1.6369284,4,Coat,PCA
0.60797024,-0.9839631,4,Coat,PCA
-0.9828992,0.6673166,9,Ankle boot,PCA
-0.8019937,0.46169326,6,Shirt,PCA
-1.230803,-2.2740767,0,T-shirt/top,PCA
0.47668263,2.4663472,9,Ankle boot,PCA
-0.29320735,0.8335591,8,Bag,PCA
-0.56292903,0.5507341,8,Bag,PCA
-1.6215852,-1.2749242,3,Dress,PCA
1.4840006,2.5732727,9,Ankle boot,PCA
1.8133723,1.0068967,7,Sneaker,PCA
-1.1286098,-1.7280103,0,T-shirt/top,PCA
1.5040683,-1.8952179,1,Trouser,PCA
-1.4956503,0.124209926,2,Pullover,PCA
1.6516736,-1.0575947,3,Dress,PCA
0.7073343,-1.6024657,3,Dress,PCA
0.14079061,-1.4876837,3,Dress,PCA
1.8170091,0.46276757,5,Sandal,PCA
-0.83585596,0.52033126,6,Shirt,PCA
-0.46410614,-0.5475464,6,Shirt,PCA
0.22936778,-1.9857944,1,Trouser,PCA
-2.0719101,-2.0098138,6,Shirt,PCA
1.0209564,-1.8038015,3,Dress,PCA
-0.0995246,-2.2632687,3,Dress,PCA
1.1945162,0.39156893,5,Sandal,PCA
0.9004497,0.18483762,8,Bag,PCA
-2.1027207,1.8301399,4,Coat,PCA
-0.9759091,-0.08450234,8,Bag,PCA
2.7293613,0.022817869,7,Sneaker,PCA
-2.9018266,-1.1361604,6,Shirt,PCA
1.913049,0.4908233,7,Sneaker,PCA
-1.6061264,0.15924141,2,Pullover,PCA
2.873516,-1.7086368,1,Trouser,PCA
2.1326966,-1.9825404,1,Trouser,PCA
1.4234253,-2.0087485,3,Dress,PCA
-0.6657283,0.56390923,8,Bag,PCA
-2.1118839,0.6907249,6,Shirt,PCA
-0.47247583,-0.79891396,0,T-shirt/top,PCA
-0.7822715,2.2862697,9,Ankle boot,PCA
2.3691156,0.4390907,7,Sneaker,PCA
0.77608067,0.6961516,5,Sandal,PCA
-0.10152589,1.2929791,8,Bag,PCA
-2.6269226,0.66235286,2,Pullover,PCA
1.0502893,-1.960353,3,Dress,PCA
2.0624666,1.8217162,5,Sandal,PCA
0.732334,2.0708802,9,Ankle boot,PCA
2.2156246,0.29369268,7,Sneaker,PCA
-0.2685147,-0.83321327,0,T-shirt/top,PCA
-0.39363587,-2.631646,1,Trouser,PCA
1.2175039,-2.767489,1,Trouser,PCA
0.28975904,1.9949552,9,Ankle boot,PCA
-0.585502,2.2245388,8,Bag,PCA
-1.3261701,-0.6013062,6,Shirt,PCA
-0.83417904,2.0483968,0,T-shirt/top,PCA
-2.2613003,-1.1749815,0,T-shirt/top,PCA
2.0133488,-1.8494742,1,Trouser,PCA
-1.0914618,1.0533913,2,Pullover,PCA
-0.5306877,1.0221889,2,Pullover,PCA
-0.90526974,-1.0777578,4,Coat,PCA
-1.3166578,-1.0677943,4,Coat,PCA
-0.22476427,0.5838645,8,Bag,PCA
1.3748404,-2.017291,1,Trouser,PCA
-0.34127587,0.41829348,3,Dress,PCA
1.6004267,1.5669372,7,Sneaker,PCA
-0.2591347,-1.724115,3,Dress,PCA
-2.1235883,2.0890424,6,Shirt,PCA
0.92373693,-1.8741025,1,Trouser,PCA
-1.8537513,0.14844641,0,T-shirt/top,PCA
2.0531542,1.566803,5,Sandal,PCA
-1.11482,-1.8983737,0,T-shirt/top,PCA
1.4317907,-2.2183352,1,Trouser,PCA
2.381297,0.45618623,7,Sneaker,PCA
-1.0945729,-1.7862422,3,Dress,PCA
1.0051459,1.5887918,9,Ankle boot,PCA
0.8064126,-0.624565,8,Bag,PCA
0.13793312,-2.4528902,3,Dress,PCA
0.4303761,1.9529252,9,Ankle boot,PCA
-1.6314809,0.004071407,6,Shirt,PCA
-0.3308264,2.110497,9,Ankle boot,PCA
0.72862023,0.8493675,5,Sandal,PCA
-1.4933964,0.5310064,4,Coat,PCA
2.8008788,0.43331987,7,Sneaker,PCA
-0.062083617,-1.9156382,0,T-shirt/top,PCA
0.5471752,-1.397983,3,Dress,PCA
1.3162931,2.5167842,9,Ankle boot,PCA
3.163425,0.30211663,7,Sneaker,PCA
1.902272,2.5124588,9,Ankle boot,PCA
-0.09565221,-0.9802418,6,Shirt,PCA
-1.2060375,0.8895988,4,Coat,PCA
2.1453831,0.569906,5,Sandal,PCA
-2.18178,0.3384831,6,Shirt,PCA
0.03857532,-0.5720809,2,Pullover,PCA
1.2915561,-1.9310712,1,Trouser,PCA
0.7738262,0.86236805,5,Sandal,PCA
0.80975944,-0.8626557,3,Dress,PCA
-1.5382358,-0.22015077,4,Coat,PCA
0.67091316,-2.1398716,1,Trouser,PCA
1.7617135,1.0419248,5,Sandal,PCA
0.6269565,0.25634822,5,Sandal,PCA
-0.5582038,1.4515797,8,Bag,PCA
0.13036859,0.9630719,8,Bag,PCA
1.5550148,2.3335383,9,Ankle boot,PCA
-1.807011,0.4231981,4,Coat,PCA
-0.4144271,1.7253478,9,Ankle boot,PCA
1.6922404,0.6415642,5,Sandal,PCA
1.7301176,1.3583242,7,Sneaker,PCA
0.063106686,1.7473469,8,Bag,PCA
2.411901,0.07640448,7,Sneaker,PCA
-0.85231996,-2.903938,1,Trouser,PCA
0.43975723,-1.3602655,3,Dress,PCA
2.0825095,-1.9572473,1,Trouser,PCA
-1.1981506,-0.24180967,6,Shirt,PCA
1.6348116,-2.42759,1,Trouser,PCA
-0.1164221,-1.5721881,3,Dress,PCA
0.5364109,-1.1147202,3,Dress,PCA
1.4921644,-2.3260565,1,Trouser,PCA
0.47736526,-1.7943419,3,Dress,PCA
-1.3375268,0.58539784,8,Bag,PCA
1.4733624,2.2454865,9,Ankle boot,PCA
0.18311527,2.3811626,9,Ankle boot,PCA
-1.6708537,-0.17878678,4,Coat,PCA
1.562685,-1.9626445,1,Trouser,PCA
-2.1395786,-1.6120652,0,T-shirt/top,PCA
-1.2123033,2.992725,8,Bag,PCA
-0.17790957,0.11878674,6,Shirt,PCA
-1.9615718,0.6109654,2,Pullover,PCA
-0.99181426,-1.1584282,0,T-shirt/top,PCA
2.517504,0.52491844,7,Sneaker,PCA
1.2249105,2.1722744,9,Ankle boot,PCA
